0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	1
124	0
125	0
126	0
127	4
128	13
129	17
130	22
131	19
132	43
133	66
134	110
135	134
136	136
137	136
138	147
139	168
140	146
141	143
142	171
143	153
144	154
145	164
146	149
147	144
148	157
149	145
150	140
151	144
152	142
153	147
154	141
155	139
156	156
157	128
158	124
159	151
160	135
161	134
162	164
163	131
164	155
165	140
166	156
167	149
168	126
169	144
170	144
171	128
172	142
173	142
174	145
175	124
176	157
177	137
178	129
179	132
180	144
181	125
182	123
183	148
184	127
185	137
186	139
187	167
188	121
189	126
190	127
191	123
192	121
193	144
194	133
195	129
196	149
197	130
198	129
199	121
200	127
201	131
202	137
203	126
204	126
205	151
206	118
207	128
208	134
209	115
210	133
211	126
212	158
213	114
214	135
215	129
216	133
217	125
218	125
219	110
220	118
221	102
222	125
223	134
224	124
225	155
226	133
227	134
228	128
229	125
230	128
231	119
232	120
233	149
234	158
235	131
236	117
237	134
238	140
239	119
240	135
241	120
242	117
243	109
244	141
245	113
246	122
247	123
248	128
249	113
250	108
251	129
252	127
253	123
254	129
255	114
256	137
257	115
258	116
259	132
260	151
261	94
262	113
263	119
264	115
265	98
266	129
267	115
268	119
269	117
270	133
271	114
272	118
273	125
274	117
275	117
276	128
277	110
278	132
279	126
280	118
281	100
282	136
283	115
284	113
285	118
286	137
287	126
288	125
289	117
290	111
291	111
292	113
293	118
294	113
295	121
296	116
297	140
298	121
299	126
300	113
301	131
302	108
303	107
304	144
305	113
306	120
307	120
308	137
309	118
310	133
311	112
312	135
313	104
314	96
315	118
316	137
317	128
318	134
319	127
320	120
321	114
322	93
323	117
324	131
325	123
326	132
327	163
328	118
329	135
330	149
331	127
332	113
333	131
334	111
335	126
336	127
337	134
338	138
339	110
340	125
341	133
342	121
343	99
344	117
345	142
346	139
347	130
348	126
349	155
350	109
351	138
352	128
353	110
354	138
355	120
356	131
357	117
358	134
359	108
360	128
361	123
362	144
363	136
364	117
365	114
366	129
367	114
368	136
369	130
370	117
371	132
372	132
373	124
374	124
375	124
376	138
377	128
378	109
379	159
380	108
381	130
382	134
383	138
384	140
385	134
386	127
387	117
388	138
389	128
390	126
391	139
392	140
393	129
394	135
395	134
396	136
397	138
398	142
399	137
400	111
401	120
402	124
403	128
404	152
405	115
406	128
407	129
408	136
409	138
410	122
411	148
412	127
413	149
414	127
415	125
416	136
417	136
418	130
419	126
420	133
421	135
422	109
423	138
424	120
425	132
426	140
427	146
428	136
429	134
430	153
431	121
432	146
433	140
434	129
435	132
436	134
437	140
438	133
439	128
440	149
441	147
442	133
443	129
444	112
445	145
446	129
447	143
448	117
449	156
450	136
451	122
452	141
453	134
454	103
455	157
456	123
457	102
458	124
459	131
460	135
461	136
462	122
463	140
464	98
465	122
466	132
467	134
468	142
469	117
470	137
471	113
472	147
473	137
474	145
475	117
476	139
477	145
478	119
479	157
480	128
481	125
482	115
483	128
484	140
485	116
486	114
487	113
488	126
489	128
490	134
491	141
492	138
493	139
494	127
495	124
496	146
497	124
498	117
499	115
500	138
501	130
502	107
503	124
504	129
505	126
506	115
507	104
508	138
509	133
510	115
511	141
512	133
513	130
514	128
515	121
516	134
517	150
518	108
519	134
520	128
521	164
522	134
523	106
524	121
525	134
526	123
527	109
528	132
529	138
530	123
531	124
532	124
533	132
