0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	1
129	0
130	1
131	1
132	2
133	13
134	41
135	138
136	201
137	226
138	222
139	193
140	221
141	210
142	201
143	210
144	197
145	213
146	232
147	228
148	193
149	192
150	182
151	220
152	236
153	206
154	213
155	188
156	192
157	180
158	226
159	192
160	206
161	182
162	211
163	189
164	165
165	225
166	200
167	202
168	218
169	178
170	206
171	207
172	195
173	241
174	209
175	194
176	208
177	193
178	170
179	203
180	198
181	201
182	195
183	174
184	190
185	192
186	197
187	204
188	200
189	207
190	204
191	207
192	188
193	195
194	188
195	185
196	198
197	189
198	191
199	178
200	212
201	196
202	221
203	176
204	189
205	190
206	168
207	214
208	193
209	190
210	189
211	174
212	224
213	183
214	190
215	179
216	166
217	179
218	182
219	177
220	198
221	203
222	202
223	171
224	187
225	182
226	193
227	204
228	191
229	210
230	203
231	192
232	188
233	177
234	185
235	188
236	177
237	185
238	192
239	191
240	206
241	164
242	231
243	190
244	204
245	165
246	181
247	206
248	191
249	182
250	176
251	194
252	191
253	197
254	193
255	185
256	174
257	218
258	173
259	159
260	187
261	165
262	183
263	174
264	200
265	181
266	190
267	198
268	186
269	203
270	169
271	180
272	189
273	180
274	180
275	183
276	196
277	182
278	200
279	169
280	208
281	193
282	188
283	205
284	179
285	209
286	185
287	185
288	186
289	195
290	179
291	196
292	192
293	172
294	184
295	204
296	191
297	176
298	197
299	188
300	193
301	188
302	202
303	189
304	173
305	180
306	196
307	185
308	182
309	172
310	179
311	205
312	190
313	195
314	191
315	206
316	168
317	195
318	192
319	207
320	193
321	200
322	180
323	180
324	185
325	203
326	201
327	193
328	195
329	193
330	205
331	199
332	213
333	191
334	194
335	196
336	201
337	209
338	207
339	212
340	174
341	191
342	198
343	211
344	180
345	218
346	194
347	220
348	224
349	215
350	232
351	234
352	198
353	229
354	270
355	315
356	349
357	401
358	429
359	442
360	356
361	320
362	292
363	298
364	275
365	308
366	369
367	414
368	495
369	576
370	597
371	583
372	489
373	412
374	357
375	277
376	213
377	203
378	213
379	194
380	195
381	202
382	190
383	213
384	182
385	207
386	174
387	212
388	187
389	195
390	202
391	208
392	219
393	205
394	181
395	165
396	191
397	183
398	197
399	166
400	177
401	214
402	175
403	191
404	200
405	190
406	195
407	193
408	201
409	194
410	167
411	198
412	192
413	182
414	197
415	215
416	246
417	265
418	284
419	354
420	348
421	384
422	417
423	384
424	364
425	312
426	277
427	218
428	211
429	214
430	203
431	217
432	242
433	236
434	260
435	261
436	248
437	251
438	234
439	212
440	191
441	203
442	191
443	209
444	200
445	175
446	186
447	180
448	174
449	177
450	185
451	194
452	161
453	184
454	149
455	194
456	168
457	179
458	174
459	183
460	164
461	186
462	185
463	181
464	188
465	166
466	186
467	183
468	189
469	199
470	170
471	172
472	179
473	188
474	162
475	191
476	188
477	186
478	198
479	186
480	190
481	176
482	185
483	169
484	165
485	220
486	182
487	178
488	176
489	222
490	185
491	175
492	194
493	169
494	206
495	171
496	175
497	204
498	196
499	185
500	172
501	179
502	200
503	173
504	169
505	170
506	176
507	200
508	174
509	188
510	200
511	175
512	185
513	181
514	212
515	173
516	175
517	158
518	188
519	189
520	182
521	217
522	180
523	165
524	166
525	184
526	218
527	202
528	182
529	164
530	183
531	190
532	226
533	194
