0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	3
133	3
134	29
135	89
136	104
137	113
138	119
139	100
140	112
141	115
142	94
143	124
144	94
145	108
146	119
147	119
148	100
149	87
150	110
151	89
152	85
153	119
154	113
155	115
156	113
157	87
158	107
159	114
160	108
161	96
162	115
163	107
164	98
165	106
166	112
167	110
168	103
169	115
170	88
171	122
172	94
173	113
174	98
175	100
176	107
177	106
178	105
179	104
180	99
181	88
182	94
183	96
184	115
185	109
186	111
187	109
188	99
189	82
190	86
191	102
192	76
193	88
194	122
195	100
196	100
197	113
198	108
199	95
200	106
201	104
202	93
203	94
204	106
205	112
206	77
207	98
208	98
209	93
210	90
211	98
212	112
213	103
214	103
215	95
216	91
217	113
218	102
219	101
220	96
221	81
222	88
223	101
224	91
225	101
226	102
227	88
228	92
229	108
230	107
231	90
232	80
233	110
234	101
235	97
236	89
237	100
238	101
239	103
240	104
241	107
242	121
243	100
244	86
245	106
246	87
247	115
248	95
249	112
250	88
251	96
252	113
253	88
254	115
255	73
256	103
257	78
258	106
259	85
260	80
261	101
262	69
263	91
264	91
265	90
266	81
267	94
268	83
269	92
270	95
271	99
272	105
273	107
274	91
275	95
276	85
277	97
278	96
279	100
280	91
281	93
282	102
283	101
284	101
285	108
286	94
287	83
288	91
289	104
290	106
291	96
292	84
293	112
294	93
295	88
296	105
297	90
298	76
299	106
300	89
301	103
302	93
303	95
304	109
305	88
306	99
307	90
308	86
309	109
310	97
311	100
312	99
313	84
314	92
315	87
316	103
317	91
318	104
319	86
320	100
321	98
322	96
323	107
324	92
325	91
326	99
327	92
328	90
329	87
330	102
331	90
332	104
333	119
334	90
335	109
336	103
337	104
338	92
339	89
340	91
341	114
342	100
343	94
344	89
345	97
346	83
347	107
348	120
349	106
350	87
351	102
352	105
353	103
354	137
355	122
356	128
357	152
358	151
359	174
360	160
361	143
362	149
363	107
364	134
365	150
366	152
367	180
368	181
369	191
370	258
371	254
372	182
373	174
374	168
375	112
376	118
377	102
378	74
379	101
380	113
381	113
382	102
383	107
384	93
385	81
386	103
387	105
388	90
389	102
390	81
391	99
392	87
393	100
394	107
395	99
396	90
397	106
398	107
399	121
400	92
401	90
402	93
403	105
404	110
405	87
406	88
407	86
408	93
409	108
410	93
411	99
412	104
413	89
414	94
415	143
416	122
417	133
418	126
419	155
420	157
421	180
422	140
423	160
424	117
425	159
426	123
427	99
428	101
429	88
430	116
431	91
432	116
433	118
434	126
435	119
436	124
437	125
438	111
439	103
440	112
441	86
442	106
443	78
444	94
445	92
446	103
447	94
448	88
449	99
450	95
451	93
452	99
453	92
454	76
455	97
456	96
457	76
458	91
459	106
460	86
461	92
462	105
463	100
464	82
465	99
466	103
467	95
468	87
469	84
470	90
471	94
472	85
473	98
474	90
475	86
476	85
477	101
478	105
479	83
480	89
481	92
482	76
483	94
484	99
485	82
486	91
487	83
488	75
489	87
490	88
491	104
492	87
493	90
494	89
495	90
496	98
497	98
498	109
499	95
500	93
501	86
502	87
503	92
504	96
505	92
506	88
507	74
508	87
509	94
510	111
511	94
512	91
513	88
514	83
515	74
516	91
517	67
518	97
519	73
520	88
521	98
522	99
523	92
524	101
525	98
526	102
527	117
528	84
529	110
530	92
531	91
532	79
533	100
